Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V,40%,40%H,40%V,50%,50%H,50%V
392,0.619786,1.79538,1.898105,0.562764,1.763696,1.810817,0.607094,1.829459,1.830616,0.578194,1.820159,1.781038,0.574134,1.827856,1.761419,0.577469,1.842139,1.752519
392.5,0.622757,1.744175,1.858807,0.565938,1.712991,1.767252,0.610364,1.78087,1.780884,0.581635,1.774625,1.737376,0.577333,1.780158,1.717718,0.580585,1.798036,1.711592
393,0.625883,1.697499,1.815861,0.568725,1.665249,1.725611,0.614152,1.732586,1.7434,0.585116,1.728756,1.695811,0.58096,1.731492,1.673339,0.584322,1.749467,1.669347
393.5,0.62937,1.651203,1.77627,0.572139,1.622768,1.683371,0.617721,1.686662,1.70183,0.588661,1.684001,1.653923,0.58499,1.687466,1.632638,0.588089,1.706947,1.626956
394,0.632699,1.607907,1.738446,0.57527,1.577758,1.645195,0.621652,1.645362,1.662707,0.592642,1.640651,1.616248,0.588689,1.645295,1.596369,0.592267,1.662448,1.588351
394.5,0.636153,1.56895,1.703892,0.578537,1.536495,1.609879,0.625713,1.604002,1.628391,0.596326,1.602212,1.580854,0.592295,1.606571,1.562861,0.596088,1.623991,1.55466
395,0.639664,1.532148,1.673548,0.581584,1.500142,1.581167,0.629284,1.57071,1.599501,0.599784,1.56508,1.552104,0.596074,1.571722,1.53368,0.600011,1.590465,1.525701
395.5,0.643239,1.497599,1.644885,0.585166,1.463886,1.552332,0.63345,1.53706,1.570889,0.603941,1.531396,1.523345,0.60035,1.536355,1.504172,0.604141,1.556382,1.496928
396,0.646556,1.463271,1.620637,0.588588,1.431712,1.527088,0.63735,1.503938,1.548934,0.608114,1.49977,1.497822,0.604767,1.506059,1.479522,0.608419,1.522944,1.471991
396.5,0.649875,1.432801,1.599001,0.591987,1.400094,1.504161,0.641486,1.472951,1.524236,0.612196,1.469201,1.476306,0.608799,1.476164,1.455048,0.61285,1.491957,1.448623
397,0.653221,1.405481,1.579401,0.595307,1.371935,1.484096,0.645467,1.445727,1.503409,0.61633,1.441522,1.456178,0.613155,1.448211,1.435289,0.617282,1.465535,1.428142
397.5,0.656984,1.378614,1.560001,0.598651,1.346704,1.465959,0.649732,1.420203,1.484879,0.620615,1.415081,1.438078,0.617435,1.422609,1.417954,0.621764,1.438518,1.409656
398,0.660405,1.355284,1.545551,0.602127,1.322874,1.449944,0.653577,1.398235,1.471289,0.624404,1.393497,1.420871,0.621674,1.399795,1.402396,0.625978,1.418331,1.393831
398.5,0.663942,1.33284,1.531329,0.605683,1.299182,1.435281,0.657962,1.376785,1.455998,0.628806,1.371563,1.406309,0.626046,1.377588,1.386615,0.630621,1.395187,1.378249
399,0.667383,1.311954,1.517341,0.609071,1.27955,1.42133,0.662055,1.35585,1.442316,0.633072,1.351349,1.392405,0.630295,1.357417,1.372307,0.635133,1.376321,1.365078
399.5,0.671196,1.293251,1.506166,0.612361,1.260443,1.408538,0.666186,1.337174,1.429899,0.637147,1.333014,1.380321,0.634518,1.339525,1.359136,0.639427,1.357669,1.352148
400,0.674622,1.276891,1.496185,0.615813,1.243115,1.39861,0.670105,1.32118,1.419117,0.641171,1.31715,1.369836,0.638741,1.323159,1.349335,0.643508,1.341345,1.341226
400.5,0.678122,1.261909,1.485659,0.618991,1.227871,1.388424,0.67406,1.306725,1.408707,0.645046,1.302038,1.35851,0.642969,1.309233,1.338316,0.647814,1.327446,1.330179
401,0.681628,1.24825,1.476214,0.622521,1.214241,1.378236,0.678124,1.293026,1.39818,0.649371,1.289476,1.348323,0.647008,1.295336,1.328343,0.652217,1.314558,1.31914
401.5,0.685623,1.235229,1.468084,0.626109,1.200911,1.369055,0.682499,1.28053,1.388989,0.653582,1.277395,1.338759,0.651291,1.283609,1.318155,0.656597,1.302997,1.309799
402,0.689339,1.224169,1.45956,0.629578,1.189415,1.360189,0.686499,1.271007,1.380502,0.657416,1.26753,1.329799,0.655372,1.273979,1.309118,0.660454,1.292922,1.300606
402.5,0.69261,1.215348,1.453594,0.632719,1.180428,1.352288,0.690164,1.26215,1.372996,0.661005,1.259084,1.321697,0.658984,1.264896,1.301248,0.664062,1.285204,1.292957
403,0.69678,1.206897,1.445622,0.636314,1.171688,1.344469,0.69426,1.253738,1.365344,0.664877,1.250779,1.313173,0.662879,1.257608,1.293004,0.668041,1.27685,1.284646
403.5,0.700762,1.199384,1.438134,0.639853,1.163827,1.336138,0.698395,1.246903,1.358036,0.668914,1.243718,1.305493,0.666874,1.249967,1.284645,0.672173,1.270667,1.276773
404,0.704665,1.192515,1.431944,0.643181,1.157482,1.328927,0.702405,1.24099,1.35108,0.672575,1.237874,1.298439,0.670636,1.244981,1.277315,0.675981,1.264685,1.268947
404.5,0.708674,1.187751,1.426501,0.646658,1.151564,1.322052,0.706477,1.236279,1.343967,0.676408,1.233673,1.291811,0.674489,1.240342,1.269672,0.679817,1.260341,1.261888
405,0.712624,1.182713,1.4206,0.650271,1.146537,1.315925,0.71054,1.232362,1.338758,0.68016,1.229444,1.285383,0.678168,1.236946,1.263825,0.683471,1.257381,1.255162
405.5,0.716677,1.179069,1.415315,0.653534,1.143238,1.311047,0.714337,1.229605,1.332917,0.684209,1.226477,1.279154,0.681714,1.233641,1.258499,0.687092,1.254578,1.249874
406,0.720798,1.176287,1.411563,0.657253,1.139717,1.304667,0.718416,1.2276,1.327923,0.687925,1.224767,1.274324,0.685538,1.23178,1.252394,0.691022,1.252464,1.244046
406.5,0.725191,1.174329,1.406951,0.661146,1.137499,1.299514,0.72265,1.225533,1.322479,0.691942,1.222813,1.268914,0.689677,1.230322,1.246857,0.694799,1.251194,1.237949
407,0.729571,1.172957,1.402604,0.664954,1.135464,1.294829,0.726891,1.224746,1.318586,0.695924,1.222112,1.264222,0.693686,1.229487,1.24218,0.698854,1.250922,1.233309
407.5,0.733983,1.171399,1.399877,0.668777,1.134352,1.290483,0.731033,1.223917,1.314233,0.700117,1.222031,1.260188,0.697428,1.229089,1.237584,0.702646,1.250838,1.229238
408,0.738056,1.170675,1.397525,0.67216,1.133457,1.287379,0.73488,1.224,1.31072,0.703861,1.222154,1.256557,0.701403,1.229125,1.233093,0.706275,1.250683,1.225349
408.5,0.742083,1.170819,1.395082,0.675753,1.13294,1.284015,0.738992,1.224763,1.308283,0.707652,1.222479,1.252431,0.705136,1.229732,1.230272,0.710101,1.250898,1.221148
409,0.746419,1.170547,1.392581,0.679278,1.132706,1.281963,0.743065,1.224874,1.305893,0.711639,1.223116,1.249957,0.708853,1.230641,1.226696,0.713951,1.251838,1.218038
409.5,0.751052,1.171019,1.390536,0.683316,1.132602,1.27877,0.747853,1.226777,1.303335,0.716156,1.224748,1.247274,0.713203,1.232687,1.224156,0.718224,1.253828,1.214661
410,0.755367,1.172203,1.38991,0.687108,1.133068,1.275777,0.752457,1.22779,1.300846,0.7201,1.226803,1.244565,0.717046,1.234215,1.221609,0.722312,1.256092,1.212793
410.5,0.759572,1.173749,1.388892,0.69085,1.134568,1.274903,0.756671,1.230278,1.299829,0.724116,1.228817,1.242958,0.721295,1.236466,1.220225,0.726297,1.258792,1.210394
411,0.764082,1.175008,1.387926,0.694505,1.135833,1.273727,0.7607,1.232053,1.299078,0.728205,1.230622,1.241234,0.725067,1.238615,1.218439,0.730067,1.261637,1.208593
411.5,0.768192,1.176641,1.387433,0.698061,1.137003,1.272407,0.764815,1.234427,1.298059,0.731967,1.233085,1.240284,0.728943,1.241418,1.216706,0.733754,1.263958,1.206925
412,0.772249,1.178469,1.387522,0.701772,1.138321,1.271769,0.768916,1.236658,1.29661,0.735731,1.235981,1.239751,0.732602,1.244234,1.215829,0.737481,1.267249,1.205321
412.5,0.776642,1.180113,1.387967,0.705519,1.140701,1.271233,0.773272,1.23966,1.296588,0.739545,1.239057,1.23882,0.736426,1.246938,1.214789,0.74118,1.269835,1.204156
413,0.781155,1.183098,1.389013,0.70935,1.142498,1.270599,0.777627,1.242403,1.296569,0.743561,1.241904,1.23819,0.740131,1.249993,1.214284,0.745361,1.272986,1.203773
413.5,0.785463,1.185474,1.389288,0.713103,1.145001,1.270349,0.781665,1.245474,1.29664,0.747637,1.244629,1.238016,0.744079,1.253353,1.214051,0.74921,1.276235,1.203637
414,0.79027,1.188032,1.390141,0.717189,1.146951,1.270111,0.786308,1.248743,1.297331,0.751662,1.248522,1.237971,0.748222,1.256729,1.213338,0.753278,1.280218,1.203403
414.5,0.794991,1.191093,1.391306,0.721047,1.149472,1.270043,0.790868,1.252212,1.298005,0.756104,1.252061,1.238133,0.752587,1.26049,1.212935,0.757335,1.284096,1.202924
415,0.799723,1.194484,1.392615,0.724897,1.152078,1.270004,0.795182,1.255643,1.298229,0.760351,1.255401,1.238408,0.756713,1.264512,1.213537,0.761324,1.288344,1.202978
415.5,0.804217,1.197078,1.394579,0.728718,1.155285,1.271174,0.799465,1.259527,1.298947,0.76447,1.2597,1.239041,0.760968,1.268181,1.214046,0.765503,1.292613,1.203011
416,0.808446,1.199959,1.395816,0.732651,1.157446,1.27237,0.802481,1.261846,1.299334,0.768566,1.262816,1.239584,0.764783,1.271748,1.214254,0.769159,1.295981,1.203259
416.5,0.813117,1.203036,1.397601,0.736853,1.160846,1.274117,0.806391,1.264942,1.299402,0.773095,1.267242,1.240095,0.768975,1.276119,1.2151,0.773276,1.300049,1.204081
417,0.817838,1.206491,1.400455,0.740921,1.163754,1.275273,0.811015,1.269226,1.301119,0.777578,1.271311,1.241923,0.773254,1.280142,1.216114,0.777545,1.304461,1.204734
417.5,0.822658,1.210315,1.402905,0.745138,1.167097,1.276512,0.815866,1.273368,1.302491,0.782214,1.276315,1.243117,0.777869,1.284982,1.216986,0.782077,1.309978,1.206026
418,0.827409,1.213603,1.405081,0.749015,1.17061,1.278117,0.820472,1.277509,1.304548,0.786717,1.280435,1.244172,0.782393,1.289784,1.218291,0.786396,1.314944,1.206875
418.5,0.831785,1.216859,1.407135,0.753046,1.173668,1.279207,0.8249,1.281924,1.30623,0.790937,1.285338,1.245688,0.786444,1.293977,1.219532,0.790534,1.319103,1.208268
419,0.836224,1.221037,1.409725,0.756846,1.176212,1.280362,0.829336,1.285988,1.308563,0.795265,1.289281,1.247194,0.790429,1.297989,1.220261,0.794618,1.323695,1.209196
419.5,0.840752,1.224362,1.412184,0.76072,1.179702,1.28302,0.833742,1.290274,1.310099,0.799349,1.294149,1.248698,0.794611,1.30308,1.222113,0.798693,1.328531,1.210657
420,0.845479,1.227935,1.415201,0.764678,1.18299,1.284653,0.838274,1.293611,1.312499,0.803716,1.298613,1.250604,0.79874,1.307632,1.223395,0.802815,1.33294,1.212099
420.5,0.850323,1.231939,1.417886,0.768995,1.186871,1.286533,0.843157,1.29871,1.31451,0.808025,1.302743,1.251775,0.803051,1.312271,1.225173,0.807252,1.337727,1.213689
421,0.855359,1.235693,1.420831,0.773364,1.190393,1.288792,0.848153,1.304037,1.316389,0.812655,1.307557,1.253555,0.80744,1.316933,1.226706,0.811795,1.343318,1.215197
421.5,0.860233,1.240152,1.423928,0.777494,1.19402,1.290957,0.85306,1.308326,1.319277,0.816991,1.312629,1.256019,0.81181,1.322329,1.228662,0.815996,1.348318,1.217128
422,0.865267,1.244292,1.427783,0.781849,1.197964,1.292763,0.857758,1.312849,1.3219,0.82134,1.317362,1.258548,0.816279,1.326988,1.230552,0.820267,1.352919,1.21862
422.5,0.870068,1.248442,1.430918,0.785683,1.201302,1.295116,0.862278,1.317507,1.324223,0.825814,1.322238,1.260164,0.820681,1.331701,1.232489,0.824526,1.358996,1.220401
423,0.874852,1.252166,1.433796,0.789784,1.204792,1.29732,0.86675,1.321764,1.326251,0.830213,1.326995,1.262153,0.824842,1.336747,1.234039,0.828913,1.364031,1.221957
423.5,0.879484,1.256203,1.437087,0.79366,1.208655,1.29983,0.871317,1.326307,1.328654,0.834684,1.332076,1.264256,0.829283,1.341682,1.236062,0.833226,1.368603,1.224032
424,0.884449,1.260497,1.44136,0.797954,1.212192,1.301621,0.876175,1.331769,1.332036,0.839342,1.336694,1.266716,0.833752,1.346837,1.238632,0.837743,1.374378,1.225885
424.5,0.889904,1.265156,1.444757,0.802423,1.216169,1.30437,0.88139,1.336662,1.334889,0.84442,1.342319,1.26957,0.838652,1.352848,1.240827,0.842605,1.3803,1.228495
425,0.895323,1.269582,1.448816,0.80692,1.220344,1.307439,0.886744,1.342201,1.338008,0.849635,1.347933,1.272345,0.843878,1.358391,1.243009,0.847573,1.385947,1.230902
425.5,0.900407,1.274033,1.452175,0.811037,1.224422,1.310072,0.891577,1.34738,1.340987,0.854422,1.353448,1.274419,0.848651,1.363887,1.245593,0.852298,1.391496,1.233589
426,0.905408,1.277835,1.456795,0.815373,1.228153,1.312558,0.89675,1.352658,1.343873,0.859018,1.35875,1.277304,0.853101,1.369133,1.248222,0.856639,1.397246,1.235597
426.5,0.910795,1.282694,1.459928,0.819899,1.232726,1.31541,0.901807,1.357416,1.347613,0.863948,1.363964,1.280357,0.857661,1.374807,1.25039,0.861277,1.403194,1.237676
427,0.916209,1.287331,1.463889,0.824355,1.236681,1.318223,0.907036,1.363229,1.350123,0.86886,1.369386,1.282953,0.862768,1.380339,1.253067,0.866115,1.409249,1.240207
427.5,0.921893,1.292309,1.468078,0.829285,1.241135,1.321373,0.912478,1.369379,1.353845,0.874299,1.375858,1.286268,0.867917,1.386657,1.255884,0.871516,1.415724,1.243385
428,0.927675,1.297331,1.472782,0.83429,1.245812,1.324884,0.918249,1.375399,1.357396,0.879546,1.381292,1.289253,0.873166,1.392693,1.259043,0.876674,1.422195,1.246017
428.5,0.933296,1.302336,1.477614,0.839034,1.250618,1.3283,0.923922,1.380969,1.361802,0.884931,1.387494,1.292711,0.878162,1.398745,1.26204,0.881923,1.42863,1.248619
429,0.939058,1.30811,1.482027,0.843523,1.254727,1.331806,0.929608,1.386621,1.364689,0.890041,1.393077,1.29566,0.883343,1.404921,1.26492,0.886826,1.434907,1.252047
429.5,0.944435,1.312925,1.486403,0.84837,1.259221,1.334646,0.935146,1.392668,1.369111,0.895034,1.399245,1.298968,0.888427,1.411032,1.267904,0.891678,1.440643,1.254754
430,0.950246,1.317822,1.491579,0.853398,1.263624,1.337846,0.940623,1.39781,1.372278,0.900506,1.40533,1.3021,0.893705,1.417346,1.271044,0.897005,1.44749,1.257609
430.5,0.956261,1.323579,1.497105,0.85814,1.268587,1.341749,0.946294,1.404459,1.376097,0.906049,1.410769,1.305195,0.899017,1.423865,1.274452,0.90218,1.453765,1.260551
431,0.962436,1.329111,1.502108,0.863357,1.273473,1.34517,0.952036,1.410053,1.380149,0.911748,1.417785,1.309085,0.90428,1.43072,1.277449,0.90722,1.461102,1.263466
431.5,0.968608,1.334502,1.506441,0.868343,1.277908,1.348898,0.95778,1.416734,1.384973,0.91731,1.424907,1.312119,0.90993,1.436805,1.280731,0.912715,1.467804,1.267006
432,0.974493,1.339595,1.511771,0.87342,1.282592,1.352434,0.963781,1.423315,1.388415,0.922867,1.431181,1.316445,0.915141,1.443521,1.284556,0.918283,1.474363,1.270548
432.5,0.980312,1.34565,1.516369,0.878198,1.287047,1.356501,0.969587,1.428437,1.392673,0.927935,1.436919,1.319793,0.920242,1.448699,1.287605,0.923343,1.481548,1.273665
433,0.986347,1.350784,1.522001,0.88311,1.291853,1.359988,0.975076,1.434562,1.396825,0.933476,1.442805,1.323126,0.925607,1.455083,1.290661,0.928297,1.487667,1.276333
433.5,0.99246,1.35621,1.526878,0.888153,1.296927,1.363594,0.981069,1.441099,1.401029,0.938884,1.448926,1.326741,0.930722,1.461947,1.29451,0.933541,1.493962,1.279758
434,0.998816,1.362312,1.533047,0.893385,1.30166,1.367324,0.986892,1.447206,1.405118,0.944759,1.455549,1.330475,0.93642,1.46874,1.298225,0.939107,1.501631,1.283013
434.5,1.005296,1.368054,1.539052,0.898742,1.306767,1.371176,0.993247,1.453525,1.408941,0.950781,1.462436,1.334421,0.94231,1.477143,1.301429,0.944893,1.508892,1.286414
435,1.012015,1.373362,1.543991,0.904017,1.311756,1.375854,0.999781,1.460675,1.413652,0.956603,1.470258,1.338449,0.948209,1.483565,1.304821,0.950668,1.516523,1.290324
435.5,1.017689,1.37885,1.548076,0.908683,1.316296,1.379561,1.005162,1.466873,1.418583,0.961741,1.476071,1.34223,0.953229,1.489507,1.308534,0.955492,1.522917,1.293628
436,1.024182,1.38438,1.553792,0.913836,1.321636,1.383609,1.011303,1.473166,1.423223,0.967504,1.482777,1.346492,0.958622,1.496364,1.312576,0.961068,1.529693,1.297049
436.5,1.030747,1.390812,1.559908,0.918997,1.326447,1.387935,1.017558,1.479615,1.427929,0.9733,1.489507,1.350635,0.964423,1.503438,1.316048,0.966666,1.53644,1.300681
437,1.037522,1.396602,1.565762,0.924581,1.331988,1.392011,1.024077,1.486815,1.432476,0.979349,1.497118,1.354839,0.970465,1.510305,1.319977,0.972472,1.544081,1.304687
437.5,1.044493,1.402984,1.572156,0.93008,1.3369,1.396524,1.030646,1.493742,1.437664,0.985512,1.503455,1.359204,0.976213,1.517925,1.324125,0.978381,1.552158,1.308646
438,1.051,1.408879,1.578043,0.93554,1.34228,1.40126,1.036778,1.500232,1.441975,0.991523,1.510413,1.363278,0.981982,1.524808,1.327635,0.983931,1.558636,1.312275
438.5,1.057848,1.415062,1.583789,0.941223,1.34768,1.404844,1.043284,1.507406,1.446548,0.997602,1.51674,1.367716,0.987903,1.532219,1.332038,0.989655,1.566397,1.315996
439,1.064263,1.422154,1.58995,0.946344,1.352619,1.409562,1.049463,1.513946,1.451616,1.003632,1.523944,1.37152,0.993659,1.538923,1.335934,0.995273,1.573283,1.319488
439.5,1.07065,1.427306,1.595432,0.951352,1.357277,1.413554,1.055399,1.520735,1.455953,1.009108,1.53102,1.375381,0.999161,1.545576,1.340079,1.000683,1.580616,1.323434
440,1.077186,1.433577,1.601197,0.956627,1.36263,1.418103,1.061475,1.527577,1.460776,1.015211,1.537888,1.379654,1.004961,1.552973,1.343737,1.006539,1.5885,1.327051
440.5,1.084168,1.440601,1.607466,0.962189,1.3684,1.422802,1.068515,1.534389,1.466224,1.021562,1.545428,1.384044,1.011001,1.559635,1.348242,1.012116,1.595617,1.330992
441,1.091081,1.446576,1.614308,0.967758,1.373692,1.426968,1.075092,1.541086,1.47087,1.027526,1.552108,1.388997,1.016635,1.566897,1.352148,1.017992,1.603835,1.335033
441.5,1.097614,1.452567,1.619971,0.973588,1.378927,1.430982,1.081357,1.548511,1.476349,1.033514,1.558667,1.393213,1.022327,1.574316,1.355923,1.023616,1.610501,1.338791
442,1.104593,1.458969,1.625944,0.978762,1.384238,1.435924,1.087743,1.555252,1.481264,1.039303,1.566141,1.397263,1.028062,1.581297,1.360056,1.029306,1.617902,1.343279
442.5,1.110894,1.465364,1.631599,0.9838,1.389308,1.44006,1.094022,1.561015,1.486074,1.044886,1.572549,1.40167,1.033417,1.588701,1.363917,1.034445,1.62465,1.346897
443,1.117745,1.471736,1.637117,0.989363,1.394753,1.444393,1.100334,1.56843,1.490881,1.051292,1.579548,1.406405,1.039449,1.5956,1.368237,1.040174,1.631731,1.350316
443.5,1.125233,1.478076,1.645317,0.995442,1.40024,1.449046,1.107166,1.574797,1.496302,1.057703,1.58742,1.410668,1.045764,1.60387,1.372534,1.046244,1.640044,1.354529
444,1.13258,1.484929,1.651319,1.001227,1.405413,1.45401,1.113998,1.58333,1.501487,1.064064,1.594858,1.415491,1.05156,1.610721,1.376891,1.052316,1.647867,1.359019
444.5,1.140164,1.49208,1.658119,1.006974,1.411134,1.458996,1.120753,1.589913,1.507063,1.070426,1.601868,1.420341,1.057738,1.618534,1.381212,1.058387,1.65476,1.363015
445,1.147607,1.498527,1.664897,1.012623,1.416537,1.463969,1.127613,1.597543,1.512091,1.076699,1.609747,1.425032,1.064123,1.625317,1.386085,1.064253,1.664068,1.367356
445.5,1.154941,1.505961,1.672171,1.018281,1.422373,1.468566,1.134582,1.605523,1.517652,1.083229,1.617441,1.429569,1.070072,1.632205,1.390091,1.070292,1.670873,1.37137
446,1.162022,1.511967,1.67759,1.023481,1.427338,1.473447,1.140884,1.612099,1.522477,1.089141,1.62449,1.434192,1.075913,1.640469,1.394281,1.075731,1.678926,1.375585
446.5,1.169085,1.518625,1.684788,1.029346,1.433171,1.477806,1.1478,1.619417,1.527963,1.095472,1.630928,1.439262,1.081786,1.647542,1.398537,1.081742,1.687028,1.379895
447,1.176521,1.526028,1.692248,1.034947,1.438871,1.483189,1.154487,1.626498,1.533654,1.102043,1.638575,1.443799,1.088135,1.655694,1.403095,1.087611,1.695219,1.384416
447.5,1.184072,1.532771,1.698734,1.040774,1.444104,1.487401,1.161444,1.634014,1.539536,1.108541,1.646074,1.448749,1.094513,1.663575,1.407768,1.093975,1.701848,1.38874
448,1.191748,1.53986,1.705527,1.046869,1.449833,1.492607,1.168909,1.642362,1.545022,1.115219,1.653903,1.453791,1.100915,1.671981,1.412766,1.10013,1.709994,1.39339
448.5,1.199103,1.547851,1.712725,1.053045,1.455763,1.497943,1.176144,1.649399,1.551015,1.121533,1.662519,1.458673,1.10704,1.679587,1.417348,1.106134,1.717679,1.39754
449,1.206638,1.553926,1.720006,1.058652,1.46153,1.502842,1.182934,1.65794,1.55637,1.127852,1.669995,1.463992,1.112999,1.686769,1.422012,1.112136,1.726025,1.401564
449.5,1.214158,1.56161,1.727008,1.064333,1.467002,1.50822,1.189861,1.664441,1.562083,1.134455,1.677165,1.468452,1.119093,1.694138,1.426067,1.118117,1.73322,1.40619
450,1.220947,1.56826,1.732717,1.069589,1.472002,1.512735,1.196055,1.67155,1.56673,1.140206,1.684048,1.473403,1.124674,1.701757,1.430261,1.12366,1.740145,1.409952
450.5,1.228686,1.574702,1.73886,1.075549,1.477172,1.517499,1.202581,1.67909,1.57252,1.146487,1.691532,1.477659,1.130391,1.709139,1.434648,1.129406,1.748283,1.414514
451,1.236134,1.582577,1.74714,1.081586,1.483166,1.522514,1.21009,1.686576,1.578601,1.15348,1.698368,1.483027,1.137063,1.716666,1.439522,1.135435,1.757229,1.419137
451.5,1.24454,1.590253,1.753799,1.087392,1.489095,1.527206,1.217384,1.694337,1.58424,1.160175,1.707454,1.488227,1.143651,1.724984,1.44439,1.141746,1.765503,1.423556
452,1.25228,1.597375,1.762267,1.093552,1.494902,1.532866,1.224648,1.702496,1.590048,1.166985,1.71514,1.493843,1.149895,1.733111,1.449282,1.148077,1.773344,1.428338
452.5,1.260356,1.605079,1.769664,1.099549,1.500586,1.537862,1.232001,1.710532,1.596147,1.173484,1.723263,1.499496,1.156258,1.74077,1.454482,1.154286,1.781529,1.432913
453,1.268706,1.612677,1.776696,1.105496,1.507142,1.543162,1.239226,1.718348,1.602207,1.180302,1.731179,1.503764,1.163139,1.74951,1.459415,1.160637,1.790235,1.437822
453.5,1.277136,1.620011,1.784107,1.111507,1.512739,1.548623,1.247024,1.726946,1.60808,1.187112,1.739765,1.509539,1.169879,1.756973,1.464284,1.166884,1.798424,1.443023
454,1.285449,1.627876,1.792307,1.117668,1.519055,1.553871,1.254065,1.735145,1.614469,1.194225,1.747655,1.514903,1.17623,1.765309,1.469247,1.173235,1.807125,1.44742
454.5,1.293576,1.635866,1.799741,1.123873,1.525038,1.558858,1.261669,1.742614,1.62095,1.201206,1.756151,1.520206,1.182783,1.773773,1.473801,1.179622,1.814914,1.452058
455,1.301838,1.643673,1.806963,1.130249,1.531164,1.563963,1.269159,1.751558,1.626399,1.208083,1.764524,1.525382,1.189408,1.782653,1.478878,1.185889,1.823184,1.456866
455.5,1.310115,1.651654,1.815722,1.136228,1.536343,1.569559,1.276505,1.759534,1.633145,1.214952,1.770786,1.530902,1.195821,1.790792,1.483621,1.192109,1.832569,1.461253
456,1.318598,1.66024,1.82279,1.142443,1.54297,1.575071,1.284072,1.768507,1.639241,1.222055,1.779966,1.536599,1.202598,1.799794,1.489554,1.198586,1.840623,1.466342
456.5,1.326689,1.668284,1.832215,1.148988,1.549183,1.580612,1.292214,1.776711,1.645442,1.229201,1.788635,1.542393,1.209378,1.808642,1.494722,1.205222,1.849195,1.471552
457,1.335792,1.676948,1.841342,1.155834,1.555509,1.586525,1.300613,1.786085,1.652411,1.236949,1.797951,1.548017,1.216552,1.817354,1.499942,1.212163,1.858159,1.477135
457.5,1.3445,1.685062,1.848854,1.162089,1.562203,1.592685,1.308403,1.794181,1.659337,1.244097,1.805993,1.553988,1.223655,1.825341,1.505867,1.218819,1.868051,1.481969
458,1.353339,1.693598,1.856262,1.168277,1.568451,1.597997,1.315868,1.8026,1.666144,1.250939,1.814902,1.559453,1.22991,1.834003,1.510364,1.225189,1.875622,1.486593
458.5,1.361639,1.701163,1.864408,1.17467,1.574641,1.603096,1.32378,1.812293,1.672082,1.257961,1.823174,1.56478,1.236517,1.841384,1.515834,1.231551,1.88414,1.491734
459,1.370272,1.710396,1.872425,1.181002,1.580819,1.60863,1.331724,1.820583,1.679472,1.265067,1.830976,1.570952,1.2432,1.850646,1.521383,1.2379,1.893341,1.4964
